Customer ID,Customer Name,Phone Number,Gender,Age,Customer Region,Customer Type,Product ID,Product Name,Brand,Product Category,Tags,Quantity,Price per Unit,Discount Percentage,Total Amount,Final Amount,Date,Payment Method,Order Status,Delivery Type,Store ID,Store Location,Salesperson ID,Employee Name
CUST002279,Chris Wilson,9230242333,Female,24,East,Premium,PROD002279,Beauty Product,Brand1,Beauty,Beauty,8,1960,4,15680,15052.80,2024-09-05,Credit Card,Pending,Home Delivery,STORE6,East,EMP047,Emily Davis
CUST002280,Chris Wilson,9332917521,Male,57,Central,Regular,PROD002280,Clothing Product,Brand5,Clothing,Clothing,8,540,5,4320,4104.00,2024-10-14,Credit Card,Cancelled,Store Pickup,STORE7,Central,EMP031,John Doe
CUST002281,Mike Johnson,9253408058,Female,34,West,Premium,PROD002281,Home Product,Brand3,Home,Home,2,3067,15,6134,5213.90,2024-06-16,Credit Card,Cancelled,Home Delivery,STORE9,West,EMP039,John Doe
CUST002282,Sarah Williams,9423945984,Male,46,East,Premium,PROD002282,Clothing Product,Brand1,Clothing,Clothing,9,5031,4,45279,43467.84,2024-04-20,Cash,Completed,Store Pickup,STORE2,East,EMP086,Jane Smith
CUST002283,Mike Johnson,9939431234,Female,22,West,Premium,PROD002283,Beauty Product,Brand1,Beauty,Beauty,3,3928,29,11784,8366.64,2024-11-28,UPI,Completed,Home Delivery,STORE2,West,EMP002,Mike Johnson
CUST002284,Emily Davis,9212044493,Male,54,North,Regular,PROD002284,Home Product,Brand2,Home,Home,9,4397,9,39573,36011.43,2024-03-05,UPI,Completed,Store Pickup,STORE5,North,EMP019,Jane Smith
CUST002285,John Doe,9926553424,Male,63,West,Premium,PROD002285,Sports Product,Brand4,Sports,Sports,3,860,27,2580,1883.40,2024-10-15,Cash,Cancelled,Store Pickup,STORE10,West,EMP010,David Brown
CUST002286,Emily Davis,9640992500,Female,24,North,Premium,PROD002286,Sports Product,Brand2,Sports,Sports,2,2112,24,4224,3210.24,2024-10-20,UPI,Completed,Home Delivery,STORE5,North,EMP010,Lisa Anderson
CUST002287,Lisa Anderson,9371612187,Male,27,West,Premium,PROD002287,Sports Product,Brand5,Sports,Sports,9,2512,3,22608,21929.76,2024-03-22,Credit Card,Cancelled,Home Delivery,STORE7,West,EMP005,John Doe
CUST002288,Mike Johnson,9431177079,Female,21,East,Premium,PROD002288,Electronics Product,Brand4,Electronics,Electronics,3,2418,4,7254,6963.84,2024-05-09,Debit Card,Cancelled,Home Delivery,STORE5,East,EMP094,John Doe
CUST002289,John Doe,9391388530,Male,40,North,Regular,PROD002289,Sports Product,Brand1,Sports,Sports,2,2917,15,5834,4958.90,2024-01-23,Debit Card,Completed,Home Delivery,STORE9,North,EMP034,Emily Davis
CUST002290,David Brown,9732401125,Female,35,South,Premium,PROD002290,Beauty Product,Brand3,Beauty,Beauty,2,5358,0,10716,10716.00,2024-03-08,Credit Card,Completed,Store Pickup,STORE8,South,EMP018,Lisa Anderson
CUST002291,John Doe,9751852895,Male,38,North,Regular,PROD002291,Home Product,Brand1,Home,Home,3,4700,15,14100,11985.00,2024-02-18,UPI,Cancelled,Home Delivery,STORE6,North,EMP027,David Brown
CUST002292,Lisa Anderson,9515149770,Male,37,Central,Regular,PROD002292,Home Product,Brand2,Home,Home,8,3474,6,27792,26124.48,2024-09-03,Cash,Completed,Home Delivery,STORE2,Central,EMP014,Chris Wilson
CUST002293,Chris Wilson,9204383775,Female,40,Central,Regular,PROD002293,Beauty Product,Brand5,Beauty,Beauty,9,3108,21,27972,22097.88,2024-11-21,UPI,Pending,Store Pickup,STORE4,Central,EMP039,Mike Johnson
CUST002294,Mike Johnson,9611383935,Female,21,North,Regular,PROD002294,Electronics Product,Brand3,Electronics,Electronics,8,937,17,7496,6221.68,2024-07-03,UPI,Completed,Home Delivery,STORE9,North,EMP070,Emily Davis
CUST002295,Lisa Anderson,9797748300,Female,68,West,Regular,PROD002295,Sports Product,Brand2,Sports,Sports,4,2966,29,11864,8423.44,2024-03-03,Debit Card,Completed,Store Pickup,STORE2,West,EMP033,Lisa Anderson
CUST002296,Mike Johnson,9571930910,Male,38,Central,Regular,PROD002296,Electronics Product,Brand2,Electronics,Electronics,8,3940,20,31520,25216.00,2024-11-21,Credit Card,Pending,Home Delivery,STORE2,Central,EMP089,Chris Wilson
CUST002297,David Brown,9153203104,Male,56,West,Premium,PROD002297,Clothing Product,Brand1,Clothing,Clothing,5,4277,29,21385,15183.35,2024-04-04,Cash,Cancelled,Store Pickup,STORE5,West,EMP015,David Brown
CUST002298,Jane Smith,9697928369,Male,49,West,Regular,PROD002298,Sports Product,Brand1,Sports,Sports,6,3915,12,23490,20671.20,2024-09-20,Cash,Cancelled,Home Delivery,STORE2,West,EMP037,Mike Johnson
CUST002299,Sarah Williams,9700144552,Female,42,Central,Regular,PROD002299,Beauty Product,Brand1,Beauty,Beauty,1,5287,2,5287,5181.26,2024-03-19,Debit Card,Pending,Home Delivery,STORE8,Central,EMP060,Emily Davis
CUST002300,Lisa Anderson,9678687108,Male,39,North,Premium,PROD002300,Beauty Product,Brand3,Beauty,Beauty,2,1472,28,2944,2119.68,2024-12-15,Credit Card,Completed,Store Pickup,STORE1,North,EMP081,Mike Johnson
CUST002301,Jane Smith,9564622039,Male,38,North,Regular,PROD002301,Home Product,Brand2,Home,Home,4,893,9,3572,3250.52,2024-07-03,Credit Card,Completed,Store Pickup,STORE10,North,EMP033,Mike Johnson
CUST002302,John Doe,9372448655,Male,52,Central,Premium,PROD002302,Sports Product,Brand1,Sports,Sports,2,1010,26,2020,1494.80,2024-03-07,Cash,Completed,Store Pickup,STORE9,Central,EMP006,David Brown
CUST002303,Sarah Williams,9958162288,Male,67,Central,Regular,PROD002303,Home Product,Brand1,Home,Home,7,3412,13,23884,20779.08,2024-03-21,Credit Card,Cancelled,Store Pickup,STORE5,Central,EMP089,Chris Wilson
CUST002304,Lisa Anderson,9235047407,Male,49,Central,Premium,PROD002304,Home Product,Brand1,Home,Home,7,5489,26,38423,28433.02,2024-02-27,UPI,Completed,Store Pickup,STORE2,Central,EMP080,Chris Wilson
CUST002305,David Brown,9622463761,Male,29,North,Premium,PROD002305,Electronics Product,Brand2,Electronics,Electronics,6,1865,21,11190,8840.10,2024-09-08,Cash,Pending,Home Delivery,STORE7,North,EMP040,Chris Wilson
CUST002306,Chris Wilson,9323912630,Male,37,West,Premium,PROD002306,Electronics Product,Brand5,Electronics,Electronics,6,2331,19,13986,11328.66,2024-05-11,Debit Card,Pending,Home Delivery,STORE10,West,EMP068,David Brown
CUST002307,David Brown,9306141002,Male,63,North,Premium,PROD002307,Home Product,Brand2,Home,Home,1,5062,8,5062,4657.04,2024-06-23,UPI,Cancelled,Home Delivery,STORE7,North,EMP039,Jane Smith
CUST002308,Jane Smith,9193664532,Male,55,North,Premium,PROD002308,Beauty Product,Brand1,Beauty,Beauty,10,4209,10,42090,37881.00,2024-09-01,Cash,Cancelled,Home Delivery,STORE3,North,EMP092,Sarah Williams
CUST002309,Emily Davis,9156210641,Female,46,South,Regular,PROD002309,Sports Product,Brand1,Sports,Sports,6,4933,16,29598,24862.32,2024-03-17,UPI,Pending,Home Delivery,STORE3,South,EMP011,Jane Smith
CUST002310,Sarah Williams,9460482476,Male,55,South,Premium,PROD002310,Clothing Product,Brand2,Clothing,Clothing,9,977,7,8793,8177.49,2024-09-19,UPI,Pending,Store Pickup,STORE1,South,EMP031,Lisa Anderson
CUST002311,Sarah Williams,9519145612,Female,43,South,Regular,PROD002311,Clothing Product,Brand4,Clothing,Clothing,5,3691,10,18455,16609.50,2024-12-19,UPI,Cancelled,Home Delivery,STORE10,South,EMP055,Mike Johnson
CUST002312,Mike Johnson,9763712178,Male,22,West,Premium,PROD002312,Electronics Product,Brand3,Electronics,Electronics,9,2331,2,20979,20559.42,2024-03-09,Cash,Completed,Home Delivery,STORE9,West,EMP003,Jane Smith
CUST002313,Emily Davis,9717067244,Female,33,South,Regular,PROD002313,Beauty Product,Brand4,Beauty,Beauty,7,2447,19,17129,13874.49,2024-08-02,Cash,Cancelled,Store Pickup,STORE7,South,EMP076,Lisa Anderson
CUST002314,Sarah Williams,9903950615,Female,20,Central,Premium,PROD002314,Clothing Product,Brand5,Clothing,Clothing,8,4370,28,34960,25171.20,2024-02-11,Cash,Cancelled,Home Delivery,STORE7,Central,EMP074,David Brown
CUST002315,John Doe,9267631375,Female,43,West,Premium,PROD002315,Beauty Product,Brand2,Beauty,Beauty,3,646,19,1938,1569.78,2024-11-08,Credit Card,Pending,Store Pickup,STORE3,West,EMP094,Jane Smith
CUST002316,Chris Wilson,9439000469,Female,54,East,Regular,PROD002316,Sports Product,Brand1,Sports,Sports,7,2043,19,14301,11583.81,2024-01-11,Credit Card,Pending,Home Delivery,STORE1,East,EMP038,Sarah Williams
CUST002317,Chris Wilson,9590664849,Male,44,East,Premium,PROD002317,Beauty Product,Brand5,Beauty,Beauty,2,2636,21,5272,4164.88,2024-01-24,Debit Card,Pending,Home Delivery,STORE8,East,EMP062,Lisa Anderson
CUST002318,Chris Wilson,9582822286,Male,35,East,Regular,PROD002318,Sports Product,Brand2,Sports,Sports,6,5322,3,31932,30974.04,2024-09-27,UPI,Cancelled,Store Pickup,STORE4,East,EMP004,Emily Davis
CUST002319,Lisa Anderson,9704147631,Male,27,West,Premium,PROD002319,Clothing Product,Brand4,Clothing,Clothing,4,4135,6,16540,15547.60,2024-11-04,Cash,Completed,Store Pickup,STORE10,West,EMP038,Sarah Williams
CUST002320,Chris Wilson,9981285722,Male,42,South,Regular,PROD002320,Beauty Product,Brand3,Beauty,Beauty,9,2015,23,18135,13963.95,2024-02-20,Debit Card,Completed,Home Delivery,STORE2,South,EMP092,Mike Johnson
CUST002321,Chris Wilson,9236557648,Male,61,West,Premium,PROD002321,Beauty Product,Brand1,Beauty,Beauty,6,2680,6,16080,15115.20,2024-01-16,Cash,Pending,Home Delivery,STORE2,West,EMP013,Chris Wilson
CUST002322,David Brown,9762527750,Female,46,South,Regular,PROD002322,Electronics Product,Brand3,Electronics,Electronics,9,3065,26,27585,20412.90,2024-02-24,Cash,Completed,Store Pickup,STORE6,South,EMP082,David Brown
CUST002323,Sarah Williams,9866619083,Male,42,East,Regular,PROD002323,Beauty Product,Brand2,Beauty,Beauty,7,5311,15,37177,31600.45,2024-01-22,Debit Card,Pending,Store Pickup,STORE5,East,EMP059,Mike Johnson
CUST002324,Chris Wilson,9127683524,Male,57,North,Premium,PROD002324,Home Product,Brand4,Home,Home,5,1737,4,8685,8337.60,2024-10-06,Credit Card,Pending,Home Delivery,STORE2,North,EMP097,David Brown
CUST002325,David Brown,9600586902,Male,50,West,Regular,PROD002325,Electronics Product,Brand4,Electronics,Electronics,8,3225,0,25800,25800.00,2024-06-20,Cash,Completed,Home Delivery,STORE8,West,EMP013,John Doe
CUST002326,Emily Davis,9466680677,Male,32,East,Premium,PROD002326,Beauty Product,Brand3,Beauty,Beauty,4,1428,16,5712,4798.08,2024-06-18,Credit Card,Cancelled,Store Pickup,STORE8,East,EMP099,Sarah Williams
CUST002327,Mike Johnson,9306049416,Male,56,East,Regular,PROD002327,Sports Product,Brand4,Sports,Sports,6,2976,27,17856,13034.88,2024-08-10,Cash,Cancelled,Store Pickup,STORE2,East,EMP097,John Doe
CUST002328,Sarah Williams,9889448277,Female,37,Central,Regular,PROD002328,Sports Product,Brand1,Sports,Sports,3,2773,21,8319,6572.01,2024-10-10,UPI,Cancelled,Store Pickup,STORE5,Central,EMP093,Emily Davis
CUST002329,Mike Johnson,9394472004,Female,50,West,Regular,PROD002329,Electronics Product,Brand3,Electronics,Electronics,6,2861,12,17166,15106.08,2024-02-27,UPI,Pending,Home Delivery,STORE2,West,EMP016,Sarah Williams
CUST002330,Jane Smith,9625069144,Male,31,East,Premium,PROD002330,Beauty Product,Brand3,Beauty,Beauty,10,1407,18,14070,11537.40,2024-07-25,UPI,Cancelled,Store Pickup,STORE10,East,EMP063,Lisa Anderson
CUST002331,John Doe,9228930285,Male,29,Central,Regular,PROD002331,Beauty Product,Brand4,Beauty,Beauty,5,726,20,3630,2904.00,2024-02-23,Credit Card,Pending,Store Pickup,STORE3,Central,EMP083,Mike Johnson
CUST002332,Emily Davis,9385700370,Male,40,East,Regular,PROD002332,Beauty Product,Brand2,Beauty,Beauty,10,3243,24,32430,24646.80,2024-10-26,Debit Card,Cancelled,Store Pickup,STORE2,East,EMP005,Jane Smith
CUST002333,Emily Davis,9616114753,Male,36,West,Regular,PROD002333,Electronics Product,Brand1,Electronics,Electronics,8,2770,10,22160,19944.00,2024-09-05,Debit Card,Cancelled,Store Pickup,STORE3,West,EMP063,David Brown
CUST002334,Mike Johnson,9633584260,Male,61,South,Regular,PROD002334,Electronics Product,Brand1,Electronics,Electronics,5,3999,5,19995,18995.25,2024-04-26,UPI,Completed,Home Delivery,STORE1,South,EMP083,John Doe
CUST002335,Jane Smith,9873064177,Male,63,West,Premium,PROD002335,Home Product,Brand5,Home,Home,5,4916,25,24580,18435.00,2024-10-05,Cash,Cancelled,Store Pickup,STORE3,West,EMP059,David Brown
CUST002336,Jane Smith,9379836387,Female,58,East,Regular,PROD002336,Clothing Product,Brand4,Clothing,Clothing,1,3163,29,3163,2245.73,2024-10-19,Cash,Pending,Home Delivery,STORE6,East,EMP065,Mike Johnson
CUST002337,David Brown,9533055645,Female,24,East,Regular,PROD002337,Sports Product,Brand3,Sports,Sports,2,4184,13,8368,7280.16,2024-08-18,Cash,Completed,Store Pickup,STORE9,East,EMP065,Lisa Anderson
CUST002338,John Doe,9862677695,Male,24,East,Regular,PROD002338,Sports Product,Brand1,Sports,Sports,5,4481,12,22405,19716.40,2024-12-08,Credit Card,Completed,Store Pickup,STORE10,East,EMP019,Chris Wilson
CUST002339,Sarah Williams,9132877624,Female,43,Central,Regular,PROD002339,Home Product,Brand5,Home,Home,4,1724,2,6896,6758.08,2024-07-04,UPI,Pending,Store Pickup,STORE5,Central,EMP061,Mike Johnson
CUST002340,Jane Smith,9759869427,Female,41,South,Regular,PROD002340,Clothing Product,Brand3,Clothing,Clothing,10,578,4,5780,5548.80,2024-03-18,Cash,Pending,Home Delivery,STORE2,South,EMP083,Jane Smith
CUST002341,David Brown,9933671244,Female,47,East,Regular,PROD002341,Clothing Product,Brand5,Clothing,Clothing,6,1581,15,9486,8063.10,2024-04-25,Cash,Cancelled,Store Pickup,STORE7,East,EMP067,Chris Wilson
CUST002342,Emily Davis,9331826784,Female,54,Central,Regular,PROD002342,Home Product,Brand1,Home,Home,4,1067,20,4268,3414.40,2024-11-10,Cash,Completed,Home Delivery,STORE8,Central,EMP035,Jane Smith
CUST002343,Emily Davis,9350866445,Female,61,East,Regular,PROD002343,Clothing Product,Brand1,Clothing,Clothing,3,4160,15,12480,10608.00,2024-05-15,Credit Card,Completed,Home Delivery,STORE6,East,EMP060,Chris Wilson
CUST002344,Jane Smith,9923527875,Male,61,North,Premium,PROD002344,Home Product,Brand2,Home,Home,5,4991,10,24955,22459.50,2024-02-22,UPI,Completed,Store Pickup,STORE10,North,EMP041,Lisa Anderson
CUST002345,John Doe,9790723471,Male,25,South,Premium,PROD002345,Sports Product,Brand5,Sports,Sports,2,4668,11,9336,8309.04,2024-09-03,Debit Card,Cancelled,Home Delivery,STORE7,South,EMP064,Chris Wilson
CUST002346,Sarah Williams,9803400906,Male,29,West,Regular,PROD002346,Electronics Product,Brand3,Electronics,Electronics,5,2422,8,12110,11141.20,2024-02-08,Cash,Cancelled,Home Delivery,STORE9,West,EMP088,John Doe
CUST002347,Jane Smith,9408100899,Male,60,North,Regular,PROD002347,Home Product,Brand5,Home,Home,1,3637,29,3637,2582.27,2024-11-04,Cash,Pending,Store Pickup,STORE5,North,EMP066,Emily Davis
CUST002348,John Doe,9917042111,Male,67,East,Premium,PROD002348,Beauty Product,Brand4,Beauty,Beauty,5,4326,13,21630,18818.10,2024-01-01,UPI,Cancelled,Home Delivery,STORE4,East,EMP015,David Brown
CUST002349,Lisa Anderson,9614117838,Male,45,East,Premium,PROD002349,Home Product,Brand5,Home,Home,8,3462,14,27696,23818.56,2024-07-26,Cash,Pending,Store Pickup,STORE1,East,EMP047,Chris Wilson
CUST002350,Jane Smith,9337426124,Male,47,South,Premium,PROD002350,Beauty Product,Brand2,Beauty,Beauty,8,1255,4,10040,9638.40,2024-11-11,Credit Card,Pending,Home Delivery,STORE4,South,EMP029,Lisa Anderson
CUST002351,David Brown,9310798482,Female,52,West,Regular,PROD002351,Home Product,Brand5,Home,Home,6,4687,29,28122,19966.62,2024-09-25,UPI,Pending,Home Delivery,STORE8,West,EMP096,Sarah Williams
CUST002352,Mike Johnson,9224208967,Male,33,South,Regular,PROD002352,Electronics Product,Brand3,Electronics,Electronics,7,1140,5,7980,7581.00,2024-02-09,Credit Card,Pending,Store Pickup,STORE7,South,EMP023,Lisa Anderson
CUST002353,Mike Johnson,9142644501,Female,24,Central,Regular,PROD002353,Home Product,Brand3,Home,Home,6,4811,9,28866,26268.06,2024-10-25,UPI,Pending,Home Delivery,STORE8,Central,EMP048,Lisa Anderson
CUST002354,David Brown,9249287894,Female,48,North,Regular,PROD002354,Sports Product,Brand2,Sports,Sports,3,4069,9,12207,11108.37,2024-06-16,UPI,Completed,Home Delivery,STORE1,North,EMP008,Emily Davis
CUST002355,Mike Johnson,9400952554,Male,46,South,Regular,PROD002355,Electronics Product,Brand4,Electronics,Electronics,10,3270,9,32700,29757.00,2024-08-23,Credit Card,Cancelled,Home Delivery,STORE5,South,EMP013,Chris Wilson
CUST002356,Lisa Anderson,9416929418,Male,28,Central,Premium,PROD002356,Home Product,Brand3,Home,Home,10,2320,6,23200,21808.00,2024-03-03,Credit Card,Cancelled,Home Delivery,STORE9,Central,EMP087,John Doe
CUST002357,Chris Wilson,9891067415,Female,69,West,Regular,PROD002357,Beauty Product,Brand2,Beauty,Beauty,4,1424,27,5696,4158.08,2024-04-17,Cash,Pending,Home Delivery,STORE8,West,EMP064,Sarah Williams
CUST002358,Jane Smith,9395994438,Male,61,Central,Premium,PROD002358,Clothing Product,Brand5,Clothing,Clothing,4,3431,15,13724,11665.40,2024-08-10,Cash,Cancelled,Home Delivery,STORE7,Central,EMP053,Jane Smith
CUST002359,Chris Wilson,9577003053,Male,38,West,Regular,PROD002359,Home Product,Brand5,Home,Home,7,5355,26,37485,27738.90,2024-12-09,Cash,Pending,Store Pickup,STORE4,West,EMP044,Lisa Anderson
CUST002360,Chris Wilson,9203386872,Male,30,East,Regular,PROD002360,Sports Product,Brand3,Sports,Sports,3,1392,7,4176,3883.68,2024-08-19,Cash,Completed,Home Delivery,STORE6,East,EMP045,David Brown
CUST002361,John Doe,9918682769,Male,33,South,Premium,PROD002361,Beauty Product,Brand5,Beauty,Beauty,1,1839,21,1839,1452.81,2024-01-02,Cash,Completed,Home Delivery,STORE5,South,EMP050,John Doe
CUST002362,Sarah Williams,9303367988,Female,23,North,Regular,PROD002362,Electronics Product,Brand5,Electronics,Electronics,4,1041,19,4164,3372.84,2024-01-07,Credit Card,Completed,Home Delivery,STORE6,North,EMP074,John Doe
CUST002363,Sarah Williams,9808960300,Female,41,North,Premium,PROD002363,Clothing Product,Brand3,Clothing,Clothing,6,1849,18,11094,9097.08,2024-01-01,Debit Card,Completed,Store Pickup,STORE9,North,EMP012,Lisa Anderson
CUST002364,Sarah Williams,9735913469,Female,47,Central,Regular,PROD002364,Home Product,Brand3,Home,Home,9,3838,21,34542,27288.18,2024-05-09,Credit Card,Pending,Home Delivery,STORE4,Central,EMP083,Lisa Anderson
CUST002365,Chris Wilson,9146278336,Female,40,North,Regular,PROD002365,Beauty Product,Brand1,Beauty,Beauty,8,5127,26,41016,30351.84,2024-07-03,UPI,Cancelled,Home Delivery,STORE5,North,EMP094,Sarah Williams
CUST002366,John Doe,9995013148,Female,61,Central,Premium,PROD002366,Sports Product,Brand2,Sports,Sports,2,4589,16,9178,7709.52,2024-10-05,Cash,Pending,Home Delivery,STORE2,Central,EMP041,Sarah Williams
CUST002367,David Brown,9789319250,Male,41,Central,Regular,PROD002367,Clothing Product,Brand5,Clothing,Clothing,10,5344,17,53440,44355.20,2024-01-06,Debit Card,Cancelled,Home Delivery,STORE2,Central,EMP003,Emily Davis
CUST002368,Lisa Anderson,9776631275,Male,62,South,Premium,PROD002368,Sports Product,Brand4,Sports,Sports,4,4410,16,17640,14817.60,2024-06-19,Cash,Pending,Store Pickup,STORE8,South,EMP007,Mike Johnson
CUST002369,Mike Johnson,9698465668,Female,28,South,Regular,PROD002369,Sports Product,Brand2,Sports,Sports,7,3178,1,22246,22023.54,2024-05-25,Credit Card,Cancelled,Store Pickup,STORE4,South,EMP047,Emily Davis
CUST002370,Chris Wilson,9629589129,Female,20,East,Premium,PROD002370,Electronics Product,Brand2,Electronics,Electronics,7,3203,12,22421,19730.48,2024-06-02,Credit Card,Completed,Home Delivery,STORE2,East,EMP063,Chris Wilson
CUST002371,David Brown,9127140572,Male,48,North,Premium,PROD002371,Home Product,Brand2,Home,Home,3,4054,12,12162,10702.56,2024-03-25,Credit Card,Pending,Home Delivery,STORE3,North,EMP003,Jane Smith
CUST002372,John Doe,9257368956,Female,42,Central,Premium,PROD002372,Sports Product,Brand5,Sports,Sports,7,4419,15,30933,26293.05,2024-12-06,Debit Card,Completed,Home Delivery,STORE5,Central,EMP052,Chris Wilson
CUST002373,Emily Davis,9782600078,Male,20,North,Premium,PROD002373,Sports Product,Brand3,Sports,Sports,3,2469,3,7407,7184.79,2024-09-23,Cash,Cancelled,Home Delivery,STORE7,North,EMP010,Sarah Williams
CUST002374,Lisa Anderson,9838374050,Male,30,Central,Premium,PROD002374,Home Product,Brand3,Home,Home,2,1125,27,2250,1642.50,2024-04-22,Cash,Cancelled,Store Pickup,STORE2,Central,EMP067,Sarah Williams
CUST002375,Mike Johnson,9291376129,Female,50,South,Regular,PROD002375,Sports Product,Brand5,Sports,Sports,7,1581,5,11067,10513.65,2024-10-20,Cash,Pending,Store Pickup,STORE1,South,EMP095,Mike Johnson
CUST002376,John Doe,9193785788,Male,54,South,Premium,PROD002376,Home Product,Brand4,Home,Home,1,3021,2,3021,2960.58,2024-08-21,Debit Card,Pending,Home Delivery,STORE2,South,EMP057,Chris Wilson
CUST002377,John Doe,9261115666,Female,47,Central,Regular,PROD002377,Home Product,Brand4,Home,Home,9,1709,14,15381,13227.66,2024-04-28,Debit Card,Completed,Home Delivery,STORE2,Central,EMP059,Emily Davis
CUST002378,Jane Smith,9601564602,Male,20,East,Premium,PROD002378,Clothing Product,Brand4,Clothing,Clothing,5,5118,5,25590,24310.50,2024-07-20,UPI,Cancelled,Store Pickup,STORE8,East,EMP074,Chris Wilson
CUST002379,John Doe,9521077808,Male,69,North,Premium,PROD002379,Sports Product,Brand2,Sports,Sports,7,4477,1,31339,31025.61,2024-06-06,Debit Card,Completed,Store Pickup,STORE2,North,EMP019,Chris Wilson
CUST002380,Lisa Anderson,9645170921,Female,43,North,Regular,PROD002380,Electronics Product,Brand1,Electronics,Electronics,5,1437,12,7185,6322.80,2024-09-23,Credit Card,Completed,Home Delivery,STORE4,North,EMP033,Mike Johnson
CUST002381,Lisa Anderson,9206390562,Male,21,West,Regular,PROD002381,Electronics Product,Brand3,Electronics,Electronics,8,2971,0,23768,23768.00,2024-03-28,Credit Card,Pending,Home Delivery,STORE5,West,EMP065,Jane Smith
CUST002382,John Doe,9344074195,Female,42,East,Regular,PROD002382,Clothing Product,Brand3,Clothing,Clothing,3,4069,28,12207,8789.04,2024-03-09,UPI,Completed,Store Pickup,STORE9,East,EMP085,Sarah Williams
CUST002383,Emily Davis,9604560962,Female,49,South,Regular,PROD002383,Electronics Product,Brand1,Electronics,Electronics,9,956,17,8604,7141.32,2024-12-15,Credit Card,Completed,Store Pickup,STORE4,South,EMP096,Emily Davis
CUST002384,Lisa Anderson,9429905204,Male,34,West,Premium,PROD002384,Home Product,Brand1,Home,Home,8,5379,24,43032,32704.32,2024-12-17,Debit Card,Pending,Home Delivery,STORE4,West,EMP051,Sarah Williams
CUST002385,Lisa Anderson,9780463740,Female,27,East,Premium,PROD002385,Home Product,Brand2,Home,Home,3,1925,12,5775,5082.00,2024-02-23,UPI,Pending,Home Delivery,STORE8,East,EMP063,David Brown
CUST002386,Lisa Anderson,9834168950,Female,51,West,Regular,PROD002386,Sports Product,Brand3,Sports,Sports,5,1549,23,7745,5963.65,2024-02-26,Credit Card,Completed,Home Delivery,STORE7,West,EMP077,Lisa Anderson
CUST002387,Emily Davis,9128713659,Female,59,East,Premium,PROD002387,Electronics Product,Brand3,Electronics,Electronics,5,4302,19,21510,17423.10,2024-06-16,UPI,Completed,Store Pickup,STORE1,East,EMP021,Lisa Anderson
CUST002388,Mike Johnson,9145263707,Female,68,North,Regular,PROD002388,Electronics Product,Brand2,Electronics,Electronics,9,3051,16,27459,23065.56,2024-11-22,UPI,Pending,Store Pickup,STORE10,North,EMP031,Jane Smith
CUST002389,Chris Wilson,9130582057,Female,43,South,Premium,PROD002389,Sports Product,Brand1,Sports,Sports,6,3603,9,21618,19672.38,2024-08-11,Cash,Pending,Store Pickup,STORE9,South,EMP098,David Brown
CUST002390,John Doe,9727206867,Male,21,Central,Regular,PROD002390,Electronics Product,Brand5,Electronics,Electronics,7,3299,26,23093,17088.82,2024-10-28,Credit Card,Pending,Home Delivery,STORE4,Central,EMP002,John Doe
CUST002391,Chris Wilson,9317092528,Female,40,West,Regular,PROD002391,Home Product,Brand3,Home,Home,4,5343,11,21372,19021.08,2024-09-28,UPI,Pending,Store Pickup,STORE6,West,EMP020,Chris Wilson
CUST002392,Chris Wilson,9701459232,Male,33,West,Regular,PROD002392,Electronics Product,Brand2,Electronics,Electronics,3,5092,0,15276,15276.00,2024-10-10,UPI,Cancelled,Store Pickup,STORE2,West,EMP075,Chris Wilson
CUST002393,Lisa Anderson,9687287558,Female,27,Central,Regular,PROD002393,Beauty Product,Brand5,Beauty,Beauty,6,2154,15,12924,10985.40,2024-10-10,Cash,Pending,Store Pickup,STORE7,Central,EMP021,Chris Wilson
CUST002394,Sarah Williams,9525370420,Female,37,South,Premium,PROD002394,Sports Product,Brand5,Sports,Sports,9,4431,20,39879,31903.20,2024-11-27,UPI,Pending,Store Pickup,STORE4,South,EMP065,Chris Wilson
CUST002395,John Doe,9318347425,Male,24,North,Premium,PROD002395,Sports Product,Brand1,Sports,Sports,3,1567,7,4701,4371.93,2024-11-07,UPI,Cancelled,Home Delivery,STORE6,North,EMP001,Sarah Williams
CUST002396,Mike Johnson,9702626700,Male,32,Central,Premium,PROD002396,Electronics Product,Brand5,Electronics,Electronics,4,4177,2,16708,16373.84,2024-11-28,Cash,Pending,Home Delivery,STORE6,Central,EMP027,Mike Johnson
CUST002397,Mike Johnson,9530849379,Female,30,North,Regular,PROD002397,Clothing Product,Brand5,Clothing,Clothing,7,5264,28,36848,26530.56,2024-03-14,Debit Card,Cancelled,Store Pickup,STORE10,North,EMP064,John Doe
CUST002398,John Doe,9589613979,Female,32,South,Premium,PROD002398,Beauty Product,Brand3,Beauty,Beauty,9,4668,20,42012,33609.60,2024-05-13,Cash,Completed,Store Pickup,STORE10,South,EMP012,David Brown
CUST002399,Jane Smith,9678172135,Male,48,North,Regular,PROD002399,Sports Product,Brand5,Sports,Sports,7,3167,18,22169,18178.58,2024-08-08,Debit Card,Cancelled,Store Pickup,STORE2,North,EMP050,David Brown
CUST002400,Jane Smith,9751055116,Female,46,South,Regular,PROD002400,Electronics Product,Brand1,Electronics,Electronics,4,2560,22,10240,7987.20,2024-08-09,Cash,Completed,Store Pickup,STORE4,South,EMP063,John Doe
